X,Y
42.904039203270685,30.38587470616674
7.036098169143834,3.2628264910411597
42.9153075686928,34.98990899106473
23.920663218818323,37.324729313450455
34.100133089078014,40.0526603068367
10.324923918321721,26.4947117996224
15.801577881419826,26.85522923659184
44.96266050273256,16.664291506669382
21.96594598579545,1.852399428059609
11.601720955297983,27.995069400712826
2.0708999536519777,33.78713699873658
14.588212219301694,9.797123835843212
9.961594167758236,49.61272487102639
15.303901532032633,22.642443441424636
7.116611690392144,6.855705541987894
24.77994174760441,41.904827087944554
30.341950796079658,1.9470247095629278
14.250168905503525,11.824068031427814
2.41483068372455,5.325743291662766
5.971841528607291,23.739039502181313
46.06428778610716,48.23234331976909
37.48205407164217,47.56101088872165
14.03027802400993,30.52943050255698
13.019989129301873,19.11135367653664
3.4279938653642983,49.159307038233685
0.9655735759216799,13.29170006122286
33.85917427659722,4.298949992792195
46.00610153447894,21.41950122605765
35.26800181017732,43.946201149123475
1.8978638128860248,9.48063288536926
12.619537598963953,40.15166487428187
27.001078521914707,49.34660494302849
5.174390508680776,41.533304047603046
27.241438322121198,0.9028817005697465
9.668303526252647,40.84405298180876
16.512828435330917,27.18006480668181
22.57642082647442,47.69311028156234
0.6769298485163222,30.250749154819633
21.87252706286302,33.15825035303827
1.9107700306982722,28.172602949948605
22.165767119544928,42.07122443205505
41.36703724764808,15.111543123082088
19.441662759044785,9.168346756497142
34.09008239795176,27.21145267519874
34.28838030529896,4.755538459278924
49.80064771140823,38.733759784855906
25.931634083762805,32.77767356153678
28.19364015668464,13.27179070543142
1.3889285047394062,44.737773271209406
8.611900549745993,37.36058346133202
32.62156439103928,28.67332059814432
18.321979286716072,29.394100186311135
36.05302226226617,12.057210251219603
28.89778609135384,7.852037713628135
44.2713298898909,31.517280243220263
23.189006922159983,11.734141883959598
46.33448029872101,24.899658130861386
27.236055176013274,49.052563805404006
9.625662164149663,30.736630020837808
47.724162289751156,22.26764908756511
24.76920196122596,28.000152863047173
37.223126311222885,13.818193341842445
11.38789107491035,20.556691101206955
32.609688995498985,35.778263027217406
3.0969313170131074,11.113153926708208
46.48184105264277,11.4452679846885
21.416426832925033,32.737178350354206
2.9703138021295707,3.0435028434546707
11.257892030223744,47.063168933314145
47.32328677514437,23.65436122651854
15.083917612298775,3.462160654575641
24.888125410588934,38.255384371573605
20.08531419677132,12.611011535999383
12.666231598113814,19.936629994245454
37.46114118403013,13.691677292346588
30.337659503757042,16.816672732775583
48.15430453789188,48.58356451553028
45.63812684973779,33.69815588172689
26.515474273536636,18.97050346269567
9.10553507587072,21.011872125525155
23.69274001977149,5.157389955737784
37.10863131944853,48.691518032053
17.39327546459385,16.983095298680567
43.783404607734326,6.231951595906771
42.46546788112814,23.26654785412428
41.189007971444674,20.20346045165794
12.237899280902386,17.439619543990677
39.93016064254049,28.11443850774448
7.163849823326468,31.577619585552902
46.624685746605216,36.087242871097544
11.425242660281759,5.022484246410174
25.630541248014048,22.579906124099953
43.171549129425465,17.740139011857455
18.42871868697882,48.42969121558403
9.951856192617498,24.498054636012846
17.981960371396294,27.921036937745747
