X,Y
72.07394065235552,24.679012220688257
75.09006461834711,52.97916660232913
80.87640693594838,32.33949288413166
24.77637482086974,94.55630137105942
53.936625323193375,45.48516040063196
5.559021323866775,19.232335541077596
37.33625047245719,10.00701792062565
31.835879161647807,2.213104164728985
87.93691364112556,48.818937450144375
34.7933723378396,40.06952813552355
99.64622057778715,63.69487757950414
6.798063390533282,23.124676130307197
4.794460109839682,48.191992221816584
86.23904939593798,99.83997812135438
77.12988137889859,87.24117148706527
10.831080472012633,69.57117160986907
91.81428214519445,93.15406091778311
51.185762080989505,84.88257555064675
2.6894919864501987,86.19312925564151
85.322391272329,72.33880359389252
74.69356312446436,15.39748237197518
49.79411610754788,54.853314932447326
83.51567353932248,34.93899186816126
46.80356920786778,92.9354616150095
54.36799319175788,65.12492499234949
94.4598235597273,0.6924119381898963
25.877647035670503,16.429705823173336
84.56473037383499,50.68851011494614
20.655463319129176,3.0246607173423756
61.67942254033856,19.55437454735828
89.17884760549096,15.006925779340907
12.784617616532689,68.18911159237696
69.22924128832435,1.1557051140745234
95.49135410187077,29.16605083533049
62.7356041981327,88.25715382615317
2.1596640844838477,17.285073797982797
37.689278451904805,51.03874608654459
5.618383657652249,8.492591542939753
95.32857574152997,93.19550702059777
59.99614331137012,36.828139714743855
49.96601820519962,73.36677759292644
66.57706895170905,38.041557609220575
79.39091432904365,72.66335475530121
45.34084311495611,27.6483965512632
94.04377200427315,6.422400992190402
81.08255552371787,50.637681275407196
57.47955182081797,35.60661925523744
15.977386014386452,43.08670391090116
85.73984660880241,80.76982616396928
80.1189996537831,20.410830043784923
11.00797367248132,37.46297780859674
1.8699905830868224,48.33137997634536
38.806711627901905,66.63581719198453
60.95733569493361,16.81779732194243
2.0216861664916097,1.3827894763007498
42.8300442975847,7.2695225241407595
53.09042081008932,30.211317244198423
81.72220565461352,58.60586900323135
7.558793216905779,20.900013289904585
39.711387533823086,20.187049098114006
99.12803516234511,81.67490719906456
86.33247005886997,84.63131870342093
69.52569539804874,46.02068838944985
76.28669221120042,42.03901510580459
1.7770351760962866,17.428983726050383
60.65001469678934,46.40096246799344
46.882147559038124,66.34192440033983
72.68717144643752,49.30921998841836
13.046790073273174,34.35714550025055
41.22940318874253,20.36661906961763
94.12413752770269,92.61623887269373
20.549379386242727,39.312893397791505
60.670210633399655,84.5473537182653
44.96115084713641,92.4084504992464
60.08235484897584,71.47438269882684
17.750044505843366,77.59500115707645
86.61410276252413,67.87595490412134
77.03299008207829,24.966100287577298
20.776068029743367,65.9328926474663
79.09640836884041,66.94084814725497
